json,filename,region_id,area
lpl/test/lpl_test.json,Pintura_0.10.jpg,0,9035.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,1,35289.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,2,9103.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,3,23721.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,4,14850.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,5,5359.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,6,1881.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,7,84668.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,8,12844.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,9,3033.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,10,13614.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,11,173041.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,12,81131.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,13,46113.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,14,82867.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,15,24807.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,16,1044.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,17,1623.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,18,52790.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,19,217485.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,20,66399.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,21,1423.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,22,4969.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,23,127235.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,24,28905.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,25,37276.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,26,37260.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,27,19197.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,28,7970.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,29,979.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,30,6056.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,31,1465.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,32,868.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,33,2536.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,34,565.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,35,707.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,36,2544.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,37,2138.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,38,1022.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,39,929.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,40,489.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,41,1060.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,42,6410.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,43,6012.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,44,2041.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,45,4115.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,46,105427.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,47,9812.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,48,1169.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,49,1156.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,50,3690.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,51,3489.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,52,7747.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,53,1073.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,55,7603.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,56,20309.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,57,25276.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,58,16551.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,59,17746.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,60,16188.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,61,91168.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,62,63263.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,63,1191.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,64,2059.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,65,3144.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,66,8687.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,67,6994.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,68,2377.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,69,2570.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,70,1648705.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,71,132467.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,72,3604.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,73,22906.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,74,20978.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,75,2190.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,76,27965.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,77,145064.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,78,3488.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,79,2950.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,80,12618.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,81,16621.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,82,8972.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,83,6126.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,84,113066.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,85,4345.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,86,35253.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,87,2755.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,88,1142.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,89,2589.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,90,12209.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,91,5430.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,92,3105.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,93,1797.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,94,8507.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,95,1383.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,96,1446.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,97,16439.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,98,12924.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,99,6082.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,100,5821.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,101,2192.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,102,89333.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,103,1572.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,104,10329.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,105,45129.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,106,4483.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,107,58070.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,108,15569.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,109,1693.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,110,6621.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,111,22434.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,112,12045.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,113,36116.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,114,20005.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,115,48243.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,116,6892.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,117,9151.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,118,757.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,119,23217.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,120,34955.0
lpl/test/lpl_test.json,Pintura_0.10.jpg,121,1260.5
lpl/test/lpl_test.json,Pintura_0.10.jpg,123,1299.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,0,308428.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,1,3255.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,3,20755.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,4,34418.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,5,5269.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,7,3595.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,8,2556.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,9,9948.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,10,2435.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,11,31712.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,12,23703.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,13,634.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,14,1428.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,15,18037.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,16,23507.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,17,18903.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,18,10014.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,19,40425.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,20,404.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,21,1196.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,23,3437.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,24,3611.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,25,7543.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,26,3443.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,27,1764.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,28,1728.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,29,1793.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,30,2879.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,31,1342.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,33,994.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,34,22546.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,35,9274.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,36,1175.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,37,6651.0
lpl/test/lpl_test.json,Pintura_0.16.jpg,38,23405.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,39,11061.5
lpl/test/lpl_test.json,Pintura_0.16.jpg,40,402.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,0,1378276.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,1,5006.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,3,9059.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,4,2190.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,5,5594.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,6,4814.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,7,1557.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,8,2469.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,9,12245.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,10,7681.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,11,67049.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,12,2243.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,13,1786.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,14,7933.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,15,651.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,16,2023.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,17,8657.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,18,1243.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,19,1015.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,20,3746.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,21,26678.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,22,11920.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,23,1319.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,24,2504.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,25,13326.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,26,1739.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,27,68989.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,28,820.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,29,796.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,30,2328.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,31,2130.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,32,1061.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,33,1823.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,34,1220.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,35,683.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,36,931.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,37,969.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,38,373.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,39,344.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,40,274.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,41,128.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,42,446.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,43,422.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,44,292.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,45,604.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,46,180.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,47,232.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,48,466.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,50,234.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,52,388.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,53,403.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,54,210.0
lpl/train/lpl_train.json,Pintura_0.3.jpg,55,21157.5
lpl/train/lpl_train.json,Pintura_0.3.jpg,56,623.0
lpl/train/lpl_train.json,Pintura_0.6.jpg,0,12871.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,0,4076.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,1,11481.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,2,91661.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,3,25343.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,4,4351.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,5,13689.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,6,11643.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,7,972.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,8,1310.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,9,23704.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,10,48363.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,11,91753.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,12,21364.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,13,9622.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,14,10985.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,15,7231.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,16,1216.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,17,6826.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,18,2994.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,19,1503.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,20,4391.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,21,1405.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,22,2624.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,23,3398.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,24,3151.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,25,2750.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,26,1115.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,27,6891.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,28,8390.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,29,1628.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,30,67470.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,31,19973.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,32,5632.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,33,1510.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,34,43679.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,35,3391.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,36,21700.0
lpl/train/lpl_train.json,Pintura_0.12.jpg,37,2877.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,38,11628.5
lpl/train/lpl_train.json,Pintura_0.12.jpg,39,25456.5
lpl/train/lpl_train.json,Pintura_0.15.jpg,0,6658.5
lpl/train/lpl_train.json,Pintura_0.15.jpg,1,1664.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,2,583.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,3,1158.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,4,407.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,5,1848.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,6,1735.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,7,1797.5
lpl/train/lpl_train.json,Pintura_0.15.jpg,8,3493.5
lpl/train/lpl_train.json,Pintura_0.15.jpg,9,8099.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,10,1401.5
lpl/train/lpl_train.json,Pintura_0.15.jpg,11,8982.0
lpl/train/lpl_train.json,Pintura_0.15.jpg,12,12995.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,0,24813.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,1,3066.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,2,1608.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,3,19494.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,4,22018.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,5,9869.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,6,390.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,7,539.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,8,495.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,9,101684.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,10,7143.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,11,12817.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,12,3232.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,13,837.5
lpl/train/lpl_train.json,Pintura_0.18.jpg,14,5183.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,15,161045.0
lpl/train/lpl_train.json,Pintura_0.18.jpg,16,22975.5
